,zip_code,region,province,latitude,longitude
80,1650,Flanders,Flemish Brabant,50.756055025,4.307425071428571
81,1651,Flanders,Flemish Brabant,50.76381675333333,4.280844793333333
82,1652,Flanders,Flemish Brabant,50.74664742916667,4.3350864625000005
83,1653,Flanders,Flemish Brabant,50.731069233333336,4.299248547619048
84,1654,Flanders,Flemish Brabant,50.74679132222222,4.272878411111112
85,1670,Flanders,Flemish Brabant,50.74571183,4.14340761
86,1671,Flanders,Flemish Brabant,50.7772564,4.177797225
87,1673,Flanders,Flemish Brabant,50.7314263,4.1873725
88,1700,Flanders,Flemish Brabant,50.85434603716216,4.246538152702702
89,1701,Flanders,Flemish Brabant,50.8361893,4.243656229411765
90,1702,Flanders,Flemish Brabant,50.86936046296296,4.263101462962963
91,1703,Flanders,Flemish Brabant,50.8338636882353,4.1972226
92,1730,Flanders,Flemish Brabant,50.91025403584906,4.199927829559749
93,1731,Flanders,Flemish Brabant,50.884819233928575,4.272968510714286
94,1740,Flanders,Flemish Brabant,50.874710616279074,4.162435025581395
95,1741,Flanders,Flemish Brabant,50.85829466,4.15595018
96,1742,Flanders,Flemish Brabant,50.87464539090909,4.1436525
97,1745,Flanders,Flemish Brabant,50.96740993877551,4.1815994
98,1750,Flanders,Flemish Brabant,50.81554671944444,4.157311633333333
99,1755,Flanders,Flemish Brabant,50.78443774634147,4.095362873170732
100,1760,Flanders,Flemish Brabant,50.84083729387755,4.09151324489796
101,1761,Flanders,Flemish Brabant,50.84969003333333,4.119503266666666
102,1770,Flanders,Flemish Brabant,50.86956616605504,4.087247855963303
103,1780,Flanders,Flemish Brabant,50.90655954736842,4.311675807368421
104,1785,Flanders,Flemish Brabant,50.95521686235294,4.239188417647059
105,1790,Flanders,Flemish Brabant,50.904752289583335,4.111181160416667
106,1800,Flanders,Flemish Brabant,50.92392183658537,4.422502362369338
107,1820,Flanders,Flemish Brabant,50.92168522580645,4.501930796774193
108,1830,Flanders,Flemish Brabant,50.91095483478261,4.433030352173913
109,1831,Flanders,Flemish Brabant,50.89505126052632,4.43494157631579
110,1840,Flanders,Flemish Brabant,51.013772592424246,4.279184583333333
111,1850,Flanders,Flemish Brabant,50.93285305353535,4.378940592929293
112,1851,Flanders,Flemish Brabant,50.97474662857143,4.380648614285715
113,1852,Flanders,Flemish Brabant,50.95393473333333,4.3673338
114,1853,Flanders,Flemish Brabant,50.90656417230769,4.353863727692308
115,1860,Flanders,Flemish Brabant,50.948973425862064,4.348448803448276
116,1861,Flanders,Flemish Brabant,50.960985962962965,4.310810881481482
117,1880,Flanders,Flemish Brabant,51.00594651860465,4.355770127906976
118,1910,Flanders,Flemish Brabant,50.932152851612905,4.549905493548387
119,1930,Flanders,Flemish Brabant,50.88367850819672,4.483996995901639
120,1932,Flanders,Flemish Brabant,50.85888931176471,4.444192417647058
121,1933,Flanders,Flemish Brabant,50.85331486190477,4.5085324642857145
122,1950,Flanders,Flemish Brabant,50.8431983904762,4.472105338095238
123,1970,Flanders,Flemish Brabant,50.841932619047626,4.491284754761905
124,1980,Flanders,Flemish Brabant,50.97171120833334,4.461016704166666
125,1981,Flanders,Flemish Brabant,50.99757968,4.48969623
126,1982,Flanders,Flemish Brabant,50.97033593636363,4.494730018181818
127,2000,Flanders,Antwerp,51.21896763163265,4.405465196768708
128,2018,Flanders,Antwerp,51.20474697278912,4.412041906802721
129,2020,Flanders,Antwerp,51.18655308866666,4.388481243333334
130,2030,Flanders,Antwerp,51.23753413333333,4.416795916666667
131,2040,Flanders,Antwerp,51.349032083870966,4.322079603225807
132,2050,Flanders,Antwerp,51.22451214418605,4.376354310852713
133,2060,Flanders,Antwerp,51.22585732533784,4.42596575168919
134,2070,Flanders,Antwerp,51.20974738306452,4.335617082258064
135,2100,Flanders,Antwerp,51.22143178024691,4.46566025590829
136,2110,Flanders,Antwerp,51.22718052093023,4.524772458139535
137,2140,Flanders,Antwerp,51.21299893632479,4.443025658974359
138,2150,Flanders,Antwerp,51.19560189166666,4.484380525
139,2160,Flanders,Antwerp,51.20276992916667,4.5164512850000005
140,2170,Flanders,Antwerp,51.249051780827074,4.442354083458647
